job_title,company_name,company_location,work_method,job_desc,machine_learning,coding,excel,salary_range
Energy Policy Opportunities,Energy Systems Catapult,"Birmingham, England, United Kingdom",Hybrid,"About the job
Transitioning to a low-carbon energy system to meet the 2050 net zero target is one of the most complex and important challenges society has ever faced and the introduction of innovative services and products will play a crucial part in that transition.

The Energy Systems Catapult core focus is twofold, firstly to help a broad range of innovative companies bring products and services to market and secondly to understand what needs to happen to ensure that the future energy system within the UK is secure, clean, and affordable.
The Markets, Policy & Regulatory (MPR team) translates existing policy and regulations and makes sense of the opportunities and barriers to introducing new services and products, but likewise from our insights we put the case back up to government for policy and regulatory reform.

As the demand for our expertise and services to continues to grow, we have decided to expand our MPR capability and as such have some exciting opportunities available, from Analyst all the way through to Practice Manager level.

The Catapult is a place where you can do the best and most impactful work of your career and you will be exposed to a broad variety of exciting projects that is unlikely to be bettered elsewhere, from how we go about decarbonising 26 million homes, how we decarbonise both complex sites and industrial areas and the role of local areas in decarbonisation, there is also the small question of how the whole transformed system will work together!.

You.

In terms of the Practice Manager level opportunity, you will be able demonstrate a successful track record of leading the delivery of a range of heat decarbonisation and local energy projects, perhaps in a consultancy, government, industrial or academic department.

As the Catapult’s Heat and Local Energy policy expert you will not only be comfortable and effective working collaboratively with your colleagues but also engaging externally with a variety of industry stakeholders, in fact you may have already built up an influential network who you can engage with on relevant subject matter.

You will have the freedom to decide what Heat and Local Energy policy areas to focus on, and you would lead on the delivery of these projects from conception through to final deliverables. With that in mind you will use your first class analytical, report writing and presentation skills to ensure that the intended recipients can be engaged effectively and easily get to grips with the content generated.

It will be great if you already have leadership/line management experience, as this opportunity will head up a small team of one to two, however this is not a prerequisite if you have the attributes and the ambition to do so.

In terms of the early to mid-career opportunities, we expect you will be already able to demonstrate proven and relevant experience in the energy sector, or perhaps another regulated industry. This will be complemented by strong quantitative analytical capabilities and report writing and presentation skills that allow you to understand, interpret, and effectively communicate policy and regulatory outputs and their wider implications. You will be working with a wide range of stakeholders, mainly on collaborative projects so you will also be capable of quickly developing effective working relationships.

Next Step
So, if you would like to make a real difference, love a challenge, excited by the opportunity to do really impactful policy and regulatory work & finally like the idea of working with a diverse group of people who are passionate about the decarbonisation challenge, you best apply.",0,0,0,"[32000, 60000]"
Energy Sales Consultant,Hurren & Hope Specialist Recruitment Solutions,"London, England, United Kingdom",Hybrid,"About the job
Energy Sales Consultant
London (Hybrid)

Are you keen to use your Business Development experience to drive real-meaningful change?

Hurren & Hope are the chosen talent partner of an award-winning Energy & Utilities Management Consultancy based in west London. This innovative organisation is assisting their clients across numerous sectors and providing solutions to allow them to reach their energy and carbon targets – as they have for 20 years. Retention within this organisation is high for a reason!

Within this position, financial and title progression exists in abundance.

We are searching for vibrant Business Development/Sales Professionals to join the ‘New Business Team’ and promote the company’s products and services to a range of targeted ‘mid-market’ businesses. The impact of these services is huge, and you will play your part in the transition to a green economy.

You Will:
Build strong rapport & relationships with relevant stakeholders internally and externally.
Approach organisations to promote the products and services including Carbon Accounting, ESOS, Energy Efficiency Solutions, Cost Management, Net Zero Strategy, Renewable Energy and more.
Enjoy taking ownership of leads and converting prospects into successful accounts.
Uphold the companies create culture and values.

The ideal candidate:
Has 1+ years’ experience within a similar position and has a proven track record of selling energy efficiency solutions.
Is motivated by working towards targets and has an entrepreneurial mindset.
Has the ability to quickly built effective relationships on the phone or within a ‘Face 2 Face’ environment.
Will be an excellent communicator.
Will be results driven and keen to be successful.

If this sounds like the ideal next step for you, apply within or contact Jake on our Planet Desk.

💻 JakeC@HurrenAndHope.com
📞 020 3833 0334

Naturally, our conversations will be confidential.",0,0,1,[]
Capital Allowances Consultant,Leyton,"London, England, United Kingdom",Hybrid,"About the job
About the role:
As a consultant you will be working in our specialist capital allowances business line. This role would present a fantastic career development opportunity for you as an experienced capital allowances specialist in a rapidly growing innovative business.
Our capital allowances business line comprises of qualified specialists with diverse experience and multidisciplinary technical and financial advisory skills. We leverage on our expertise to maximise cash-saving benefits for businesses that incur capital expenditure.
You will be working with a diverse mix of clients in various business sectors and industries. You will have the opportunity to be involved in exciting and challenging projects comprising of various types of capital expenditure including construction, refurbishment, and property acquisition.
To have the technical skills required for success in this role, you will be an experienced tax specialist working with the application and operation of the UK Capital Allowances regime. You should have extensive experience working with corporation tax, having specifically covered CA for a good number of years.

Responsibilities:
Preparing capital allowances and related tax relief claims including construction, refurbishment, fit out and property acquisition.
Engaging with clients and liaising with their technical and financial personnel throughout all stages of claim delivery or technical queries.
Carrying out site visits where necessary to help in identifying qualifying expenditures.
Own and assist teams with the successful delivery of capital allowances projects/accounts, ensuring a high level of technical skill and service.
Provide advisory, transaction, due diligence and technical support on capital allowances and all related matters.
Liaising with HMRC towards resolution of capital allowances enquiries through the various channels available.
Engaging and collaborating with other members of the capital allowances team and other teams in the wider business.
Supporting in business development activities including preparing quotes and proposals.
Training and facilitating the development of other members of the team.
Supervising and reviewing capital allowances and related claims or documentation prepared by others.
Maintaining professional and technical knowledge by attending relevant trainings and engaging in development workshops and activities such as industry events and meetings.

Requirements:
Experience in UK Corporation Tax and its practical and technical application.
Experience in Capital Allowances preferred but not essential.
Excellent attention to detail, ensuring you can be relied upon for relevant legislation and technical information in relation to CA and related tax matters.
Exceptional time and project management, with responsibility for the life-cycle and turnaround of your own projects / client accounts.
Excellent numerical ability, communication and presentation skills, including ability to convey complex ideas as simple concepts.
Independent thinker and enthusiastic team player.
Relevant professional qualification such as ACA, ACCA or CTA.

Benefits:
In addition to excellent earning potential, you will have access to Leyton’s Group benefits, We like our offices to be welcoming and to promote wellbeing so we have a ‘bring your dog to work’ policy and offer free fruit, snacks and coffee. On top of this we also offer a season ticket loan, ride-to-work scheme, and other savings through a wide range of financial benefits in the form of discounts, subsidies and incentives. Our other benefits include:
Private Healthcare and Dental
Access to Perkbox
Competitive pension scheme
Flexible working
Season ticket loan
Cycle to work scheme
Enhanced Maternity policy
24 hour access to our bespoke training platform
Annual charity days
Leyton is committed to becoming an inclusive employer and proactive in improving diversity and equality across the Leyton Group without discrimination or harassment on the basis of race, colour, creed, religion, national origin, alienage or citizenship status, age, sex, sexual orientation, gender identity or expression, marital or domestic/civil partnership status, disability, veteran status, genetic information, or any other basis protected by law.
Thank you for reviewing this vacancy. Should you apply for this role, your personal data will be processed in accordance with our privacy notice. See the link below.
https://leyton.com/uk/data-privacy-notice-for-job-applicants/",0,0,1,[]
"Energy Lead, Aon Climate",Aon,"London, England, United Kingdom",Hybrid,About the job,0,0,0,[]
Carbon and Climate Change Consultant - Commodities and Energy Trading Industry,Baringa,"London Area, United Kingdom",Hybrid,"About the job
Carbon and Climate Change Consultant - Commodities and Energy Trading Industry

Overview

We set out to build the world’s most trusted consulting firm – creating lasting impact for clients and pioneering a positive, people-first way of working. We work with everyone from FTSE 100 names to bright new start-ups, in every sector.

You’ll find us collaborating shoulder-to-shoulder with our clients, from the big picture right down to the detail: helping them define their strategy, deliver complex change, spot the right commercial opportunities, manage risk or bring their purpose and sustainability goals to life. Our clients love how we get to know what makes their businesses tick – slotting seamlessly into their teams and being proudly geeky about solving their challenges.

We have hubs in Europe, the US, Asia and Australia, and we work all around the world – from a wind farm in Wyoming to a boardroom in Berlin. Find us wherever there’s a challenge to be tackled and an impact to be made.

Baringa believe that diversity is paramount to driving creativity, innovation, and value for our clients and for our people, and creating an environment where everyone feels a sense of belonging is central to our culture.

What will you be doing?

As Part Of The Continued Growth And Development Of Our Energy And Commodity Trading Consulting Services We Are Interested In Individuals Who Can Bring Delivery And Advisory Experience And Expertise In All Or Some Of The Following Areas

You are passionate about helping clients to deliver leading edge technology solutions.

Carbon Markets & Trading: advising our clients on market entry assessment and planning for both compliance and voluntary carbon markets. As well as understanding clients existing capabilities and modelling the business cases to enter new markets.
Energy Transition: advising our clients on new challenges and changing market conditions as well as designing and implementing systems and processes to support their transition towards lower carbon operations and projects, and overall net zero objectives.
Carbon Emission Measurement, Management and Reduction: helping our clients to assess their current carbon footprint and identify the opportunities and actions needed to better manage and reduce their emissions.
Operating Model & Digital: helping our clients to adjust their operating model to reflect net zero ambitions whilst remaining true to your broader commercial strategy. This includes embed carbon management into daily operations and leverage new digital and data technologies to make emissions data visible across the organization.

So, what are we looking for?

The professionalism of our colleagues, partnership approach to engagement and comprehensive package has created a truly unique consultancy. We believe in genuine partnerships and create client relationships, informed by results. If you want to be part of this entrepreneurial environment and want to help make a difference to our business, your opportunity is now!

Here Are Few Of The Areas Of Knowledge We Are Looking For Within Applying Candidates

We are looking for a candidate passionate about trading, climate change and/or the energy transition.

Education

A Bachelor’s/ Master’s Degree with a demonstrated record of academic excellence in Business Management, Sustainability, Environmental Science, or Economics preferred.
Candidates with commensurate experience will also be considered

Industry Skills

Relevant 3+ yrs. experience within Commodity Trading.
A deep understanding of the drivers of climate change, how they impact the energy transition and how these impact upon the operational, commercial, and strategic options available to commodities traders when shaping their portfolio growth.
Contribute insights into carbon markets, demonstrating expertise of voluntary and compliance standards, understanding of generation and certification/verification of various carbon credits such as EU/UK ETS, RGGI, RINs.
Regulatory/ controls landscape associated with carbon trading operations, including control and process design, risk management, re-design and/or mitigation related activities.
Understand key concepts of market and credit risk in relation to commodity trading (Risk capital, VaR, PFE, stress test, liquidity forecasts).
Front/middle office operations experience and demonstrable experience of process improvement and operational excellence initiatives.
Experience/awareness in data architecture and/or data engineering and/or data science experience.
Assessing life cycle and scope of greenhouse gas emissions (GHG) products and/or services.
Climate and sustainability-related disclosure standards/guidance such as TCFD, GRI, SASB and SBTi amongst other.

Consulting Skills

Demonstrate interest in carbon trading sector through education, work or extra-curricular experience.
The ability to take ownership and deliver results in client-facing environments.
Excellent communication and presentation skills and a track record of effective team working.
Project / delivery experience within a management consultancy, or an internal transformation / change function within industry.
Strong analytical skills, and ability to develop innovative business solutions based on effective processes and focused on business value outcomes.
Self-starter - The ability to take ownership and deliver results in challenging, client-facing environments.
The ability to take ownership and deliver results in challenging, client-facing environments.
Familiarity with carbon climate change and alternatives.
Ability to work flexibly across subjects and geographies.

So, what's in it for you?

Well, it’s up to you. Baringa is what you make it.

Promotion is solely based on your own performance, and we give you every opportunity to progress by having four promotional reviews a year
We’re proud to put people first with wellbeing at the forefront of our culture, one example of this is that every employee receives £300 a year to put towards their wellbeing! In 2022 this was recognised in our #1 ranking in the UK’s Great Place To Work 'Best Workplaces for Wellbeing'.
All employees participate in the Baringa Group Profit Share Scheme, which seeks to ensure that everyone has a stake in the success of the company.
We recognise everyone needs a well-deserved break - As such we have introduced the ‘Re-charge’ benefit meaning Baringa will offer all employees an additional 2 weeks of paid leave after 5 years continuous service.
Lastly, we recognise the importance of work-life balance and we know that the ‘ideal’ balance will vary from person to person and will change at different stages of our working lives. If you require flexible working, please talk to one of our Recruiters about the flexibility you may need.

Diversity & Inclusion

All applications will receive consideration for employment without regard to race, ethnicity, religion, gender, gender identity or expression, sexual orientation, nationality, disability, age, faith or social background. We are proud to be an Equal Opportunity Employer.

We would like to actively encourage applications from those who identify with less represented and minority groups. We do not filter applications by university background and encourage those who have taken alternative educational and career paths to apply.",0,0,1,[]
Engagement Analyst – Information Requests,Ofgem,"London, England, United Kingdom",Hybrid,"About the job
Location: This role can be based in London or Glasgow

Ofgem works on behalf of energy consumers to ensure that every household and business in the UK can rely on a safe, environmentally sustainable energy supply. We are playing a vital part in accelerating the transition to Net Zero and a carbon neutral energy system - a goal that everyone wants to achieve. Whatever your role, you’ll be playing your part in creating new energy solutions that are great for customers, and great for the environment.

Our flexible working career opportunities are incredibly varied, so we are committed to recruiting talented people from a diverse range of professional and personal backgrounds – bringing different perspectives and experiences to our work.

In this role you will work across our renewable energy schemes when responding to information requests from a variety of sources. You will liaise with colleagues across the organisation to support you in formulating thorough, accurate and timely responses. This could include presenting information to senior colleagues or lawyers so that they can advise and contribute on complex or sensitive matters. Interpreting and applying relevant legislation and regulations such as EIR / SAR / FOI / Privacy Policy / Legal advice will be an important part of your role.

It’s important that you already have excellent analytical skills and a keen eye for detail, ideally supported by knowledge of EIR, SAR and FOI legislation. You should be well-organised so that you can adapt to a shifting workload within a team environment while taking personal initiative for moving things forward. Good communication skills will help to ensure that the responses you prepare are easy to interpret, accessible and use clear language.",0,0,1,"[25750, 32320]"
Renewables Commercial Support Analyst,RWE,"Swindon, England, United Kingdom",Hybrid,"About the job
Location(s): Swindon, Wiltshire, GB, SN5 6PB

RWE Supply & Trading GmbH, Swindon
To start as soon as possible, Full time, Permanent

Commercial Asset Optimisation UK (CAO-UK) is a sub-division of RWE Supply and Trading based in Swindon comprising a team of around 60 people who work at the interface between RWE Renewables, RWE Generation and the Trading business. The role available is that of a Commercial Support Analyst. The successful candidate will work in the Commercial Asset Management Renewables team in the optimisation of the RWE Renewables UK & Ireland portfolio, managing Off shore and Onshore Assets as well as the integration of Solar and Batteries into the portfolio

Your responsibilities
Supporting commercial strategies for the Renewables portfolio including forward hedging and Ancillary Services
Continuous enhancement of the Renewables forecasting processes; minimising forecast error, bias removal, ensembles and blending
Supporting the commercial set-up of new build assets in the UK and Ireland and registration / entry into new services e.g. capacity markets and ancillary services

Your powerful skills
Educated to degree standard or equivalent and demonstrate the ability to deal with constantly changing priorities in a fast moving environment whilst maintaining attention to detail
Able to demonstrate a good understanding of weather/power forecasting methodologies
Competent in data analysis techniques
Have the ability to comprehend complex information and translate into understandable written and illustrative material

What we value most is curiosity, ambition, resilience and authenticity. So, if you can't display all of the skills above we would still like to hear from you.

Benefits you can rely on
Challenging working environment with great benefits, hybrid work and a good work-life balance
Cross collaboration with multiple commodity desks
Continuous learning and development opportunities
Competitive salary plus annual commercial bonus

rwe.com/career
Apply now with just a few clicks: ad code 79705,
Any questions? Steph Turi (Recruiting), E.: stephanie.turi@rwe.com
We look forward to meeting you!

We value diversity and therefore welcome all applications, irrespective of gender, disability, nationality, ethnic and social background, religion and beliefs, age or sexual orientation and identity.
Of course, you can find us on LinkedIn, Twitter and Xing, too.

RWE represents change, innovation and sustainability. As one of the world’s leading generators of electricity from renewable energy sources, we aim to be carbon-neutral by 2040 and to enable a sustainable life for people around the world. To achieve this, we are looking for dynamic and motivated people to join us in creating a sustainable and secure energy future.",0,0,0,[]
"Senior Impact Officer, Energy",Climate Group,"London, England, United Kingdom",Hybrid,"About the job
Summary

The Senior Impact Officer (Energy) will play an important role in supporting the delivery of RE100’s national and regional programmes as well as providing expertise on renewable energy (energy geeks encouraged!) across Climate Group. This role, based in RE100’s Impact team, provides an exciting opportunity to make a difference in a world-renowned corporate renewable energy initiative that brings together hundreds of large and ambitious businesses committed to 100% renewable electricity.


About Climate Group

Climate Group is an Equal Opportunities Employer. We are committed to equality, diversity and inclusion, ensuring that everyone in our team has the opportunity to thrive and excel. We welcome and encourage job applications from people of all backgrounds.

Climate Group drives climate action. Fast. Our goal is a world of net zero carbon emissions by 2050, with greater prosperity for all.

We focus on systems with the highest emissions and where our networks have the greatest opportunity to drive change. We do this by building large and influential networks and holding organisations accountable, turning their commitments into action.

We share what we achieve together to show more organisations what they could do. We are an international non-profit organisation, founded in 2004, with offices in London, Amsterdam, Beijing, New Delhi and New York.


About the role

Now in its eighth year, RE100 is successfully driving policy change in markets around the world. We are seeking a talented individual to help us to expand this work, as part of our growing RE100 Impact team.

The Senior Impact Officer (Energy) will play an important role in supporting the delivery of RE100’s national and regional programmes as well as providing expertise on renewable energy (energy geeks encouraged!) across Climate Group’s portfolio of work in the energy system. The RE100 Impact team is responsible for RE100’s policy and programme delivery work and this position will be its sixth member. The position will contribute to RE100’s country and regional programmes in priority markets which include Japan, South Korea, South Africa, Latin America and Southeast Asia.

The Senior Impact Officer will work with a wide range of stakeholders internally and externally, including the broader RE100 team, regional Climate Group offices (India, China, United States, Europe), the technical team at CDP, and RE100 Corporate Members and International Partners.

Some of the responsibilities of the Senior Impact Officer include:

Project management
Development and delivery of policy and program activities, in collaboration with partners and RE100 member companies;
Coordinate relationships with RE100 Local Campaign Partners;
Liaise with colleagues across different teams to ensure plans are developed with clear objectives, scope, desired outcomes and deliverables;
Track policy engagement and report against impact indicators.

Energy expertise and research
Analyse policy and market barriers to corporate procurement of renewable electricity in new priority geographies (e.g. markets in Southeast Asia and Latin America);
Synthesise policy recommendations based on research and consultations;
Support the development of resources for policymakers and energy actors aligned with RE100’s Global Policy Messages;
Review reports and other content and advise on technical considerations;
Capture and communicate key energy policy shifts that impact RE100s work.
Policy
Lead opportunity scoping exercises and stakeholder mapping for priority country and regional programmes;
Contribute to the management and delivery of policy working groups and policy engagement plans;
Plan and develop content for a range of events including policy workshops, roundtables and panel discussions including for Climate Week NYC, COP and other global conferences and events.


About you

Essential:
Knowledge of renewable electricity markets, ideally with experience in a policy, public affairs and/or communications capacity;
Experience working on impactful projects or campaigns;
Strong research and writing skills and ability to synthesise policy messaging from complex content;
Strong organisational skills, with attention to detail and ability to multi-task;
Excellent interpersonal and communication skills, with the ability to build effective working relationships across a range of cultural contexts;
Commitment to the mission of Climate Group and RE100.
Desirable:
Qualification or direct experience in policy, public affairs, energy, economics, international relations or related fields;
Experience working in or in partnership with the private sector and ideally with senior personnel;
Experience organising events that convene a range of stakeholders;
Experience working in emerging markets;
Appreciation of commercial and financial drivers for businesses and NGOs.


Our location

You’ll be based in our London head office near Tower Bridge (SE1 2NQ), a 12-minute walk from London Bridge station and enjoy the benefits of flexible and hybrid working: 3 days in the office and 2 days from home.

As well as having excellent green credentials, our brand new open-plan workspace offers the ultimate flexibility for your working day, whether you’re working collaboratively, hosting a hybrid meeting with your global colleagues, or need some focus time in an acoustic booth or at a standing desk. The building also offers a well-equipped gym, secure bike parking and showers.


What we offer

Our people are at the heart of what we do and are our greatest asset. You’ll be joining a global community of bold, ambitious doers who are committed to driving climate action fast. This is a full-time, permanent position.

The salary offered is £32,950 – £36,260 per annum, based on experience.

In addition to the rewards you’ll find from working with friendly, passionate people who’ll challenge and help you grow, we offer a fantastic benefits package:
25 days’ holiday per year, plus public holidays
Long-service holiday bonus of an additional day after three and six years’ service
10% non-contributory pension scheme after three months’ service
Hybrid working
Private medical insurance and cash plan on completion of probation
Life assurance
Monthly wellbeing allowance plus Headspace membership
Paid leave for volunteering, moving house and getting married
Season ticket loan
Bike loan scheme
Comprehensive learning and development initiatives to help you reach your full potential


Apply now

Submit your application now using the ‘Apply’ button.

Applications for this position should come in the form of a CV and a one-page cover letter which should include why you want to work with Climate Group and how your experience, skills and knowledge relate to the competencies outlined above.

If you need any further information, require the job advert in an accessible format, or need additional support at any stage of the recruitment process, please contact Maris Tebecis, RE100 Senior Impact Manager, MTebecis@climategroup.org.

The closing date for applications is 12 February 2023. We’ll be holding interviews on a rolling basis, therefore welcome and encourage early applications.

The requisite eligibility criteria, or work visa to work in the UK are a requirement for this position and no relocation and/or sponsorship costs will be borne by Climate Group.",0,0,1,"[32950, 36260]"
Consultant- Net Zero (Associate Level),ERM,"Oxford, England, United Kingdom",Hybrid,"About the job
Our climate change team has been established for more than 20 years and is widely recognised for delivering high quality and technically challenging projects across the full range of climate-related services. Our work includes supporting clients in the development and implementation of greenhouse gas (GHG) inventories and reduction targets, energy and carbon regulatory compliance, and preparing advice on climate-related strategy and policy, including issues within both energy transition and physical risk. We have a diverse client base which includes corporates across most sectors, as well as financial and government institutions.

The role

ERM is seeking a motivated consultant to join our corporate sustainability and climate change team, to be focused on the finance sector.

The risks associated with a changing climate are recognised as systemic to the global economy. Pressure is increasing from investors, regulators, customers and society for business and governments to transition to a lower carbon economy. ERM is distinctly positioned to help our clients in both the finance and corporate sectors to navigate this transition, from strategic advice through to practical on-the-ground implementation.

It is an exciting time to join, with climate change and the low carbon economy transition (LCET) recognised as one of three primary market drivers for our business. We are responding to a large increase in demand from Banking, Private Equity and Asset Management clients for services related to:

Advisory engagements to implement the recommendations of the FSB’s Task Force on Climate-related Financial Disclosures (TCFD), which ERM was an adviser to;
Providing support to clients to meet supervisory and regulatory requirements, for example from the Bank of England / Prudential Regulation Authority, and the EU Sustainable Finance Package;
Assisting clients embed climate change within their risk management frameworks and strategic planning and implementation;
Helping engage and build capacity within clients from their Boards, through their executive management teams down to their lending, investment and risk management teams; and
Assessing forward looking climate-related risks and opportunities across lending and investment portfolios and within ERM’s market leading due diligence services.

The team interacts continually with ERM’s other practice areas, and in particular the successful candidate will work closely with the wider climate change team, with the opportunity to assist clients in areas such as: sustainability strategy; transactional due diligence; EHS performance management and assurance; and risk management, to deliver value-added services to ERM’s international client base.

Primary Responsibilities

The position will require the successful candidate to:

Manage projects and tasks, including completing proposals;
Manage the demands of finance sector clients, and the often time-sensitive nature of their requests;
Analyse, and interpret technical information to understand and articulate commercial consequences; and
Build relationships with clients through supporting account management and project delivery.

The successful candidate will be accountable for meeting personal billability at a budgeted rate and other relevant targets.

Technical knowledge required
Relevant technical degree. Ideally with process engineering or similar (physics, chemistry) qualifications.
Relevant experience in environmental consulting / climate change / related industry position.
An understanding of the finance sector combined including the ESG / sustainability issues relevant to the sectors which clients invest in / lend.
Good experience and knowledge of GHG accounting and reporting principles, mechanisms, methodologies and schemes, e.g. GHG Protocol, API Compendium, SBTi, EEIO etc.
Able to proactively identify and suggest suitable methodologies, and articulate why they are the preferred method both internally and to clients.
Knowledge of climate change and the transition to a low carbon economy, and the key climate, and ESG, related regulatory, supervisory, and market (e.g. net zero) drivers for our clients.
Have demonstrable ability to:
work under pressure and to tight deadlines
produce high quality written outputs
have excellent attention to detail
have good organisational and multitasking capabilities
maintain focus and motivation
communicate clearly and succinctly

Technical skills

Experience of managing small/mid-sized projects or tasks within larger projects.
Efficient and effective project planning (managing work and deliverables).
Proficiency in using MS Office (Word, Excel, PowerPoint, Outlook).
Strong Excel capabilities – advanced functionality and the ability to build complex tools.
Ability to manage/deliver multiple projects/tasks in parallel with different requirements and timelines.
Some business development/proposal writing experience.
Highly numerate and comfortable with large datasets including conversions and calculations.
Good written and oral presentation skills.
Good technical writing skills and ability to synthesise reports to a very high standard.

Other Requirements Of The Role

Enthusiasm, energy and a desire to work in a dynamic team within an international consultancy.
Motivation and willingness to take the initiative to make things happen; learn quickly and develop in new subject areas related to climate finance.
Ability to communicate effectively in written form and through presentations.

Benefits, Culture & DE&I

At ERM, we put our people first. We ensure that we create and maintain a supportive and positive workplace culture. We also offer a competitive remuneration package and flexible working to suit your life. On top of your annual salary, you’ll have 25 days annual leave + public holidays, an annual performance-related bonus, pension, income protection, and access to a range of other benefits such as gym membership subsidies, cycle-to-work schemes, private health insurance, and enhanced parental leave.

With a robust career framework in place, there are also great opportunities to advance your career at ERM.

We also offer our employees a diverse and inclusive culture in which differences are embraced and celebrated – through, for example dedicated Employee Resource Groups. Please feel free to contact us if you wish to find out more about our diversity and inclusion culture, or if you would need special arrangements for your interview should your application progress to that stage.",0,0,1,[]
Senior Energy Consultant,EcoAct,"England, United Kingdom",Hybrid,"About the job
About us
EcoAct are an international consultancy and project developer, helping businesses and organisations to meet the demands of the Paris Agreement. As a trusted advisor and partner to our clients, we simplify the challenges associated with sustainability, remove complexity, empower individuals and teams, and deploy bespoke solutions integrated into entire value chains.
We exist to embed climate action as a global driver of commercial performance; delivering economic, social and environmental value.
About the role
Senior Energy Consultants help our clients create business value through understanding their energy footprints and then going beyond measurement, to create and implement achievable energy and carbon reduction strategies. This will include carrying out energy data analysis, energy site surveys, production of reports and project management.
Senior Energy Consultants are technically proficient, talented professionals who manage and lead project teams to help our clients address energy management challenges in a commercially sensitive manner.

Typical responsibilities and deliverables may include:
Customer Account Management; leading projects/programmes with large corporate clients to build and implement achievable energy and carbon reduction strategies;
Developing Commercial Activities with existing and new clients such as Bid writing and RFP/Tender responses;
Contributing to firm building and identifying improvements in our Energy Management Service (EMS) offerings;
Co-ordinating and working with the client’s suppliers and partners; identifying potential energy cost savings and coordinating the investigation and resolution of energy wastage with the client’s stakeholders;
Performance Reporting, including providing expert advice surrounding the outputs;
Tracking of energy efficiency projects/programmes, including ESOS;
Supporting key stakeholders (ranging from C-suite to on-site staff), with specialist advice, including quantitative and qualitative targets;
Creation of consistent measurement and verification protocols, tailored to the specific needs of the Ownership and development of process documentation, e.g. energy audit templates and ways of working;

Relationships
Reporting to the Energy Efficiency Principal Consultant, the Senior Energy Consultant will work closely with all members of the team, both advisory and commercial, to achieve company objectives. External relationships are a key part of the role, with a requirement to liaise with project teams, clients, overseas offices, and representatives from partner organisations.


Knowledge/ Skills/ Attitudes
The ideal candidate will have significant experience within energy management. This role requires a wide variety of capabilities.

Technical:
Detailed knowledge of issues surrounding climate change, energy management, greenhouse gas emissions and sustainability, likely gained through a degree in a related subject or with relevant industry experience;
Understanding of legislative requirements, including ESOS, Mandatory GHG Reporting, MCPD, EU / UK ETS and a familiarity with ISO 14001 and 50001;
Experience of desk-based review of energy data and delivering building energy audits;
Knowledge and experience in using energy management software;
Ability to produce high quality written reports technical and non-technical audiences;
Excellent data handling skills and advanced knowledge of Excel.


Professional:
Strong commercial skills and comfort with supporting the delivery and management of large business deals with FTSE 100 clients, including the ability to coordinate responses to proposals, sell and deliver to new and existing clients.
Significant experience of working in a consultative manner to understand client needs and guide them to a solution, preferably demonstrated through client consulting engagements in the private sector;
Strong analytical and problem-solving skills with an ability to produce well-presented, error-free results;
Experience of developing intellectual and commercial assets within the company, with a focus on continuous improvement;
Excellent organisational skills, with the ability to manage complex project deliveries, on time and within budget across multiple simultaneous client engagements;
Excellent communication skills, with the ability to speak and present information with confidence in front of an audience, lead and influence client workshops and represent EcoAct at industry events;

Location
The role can be based anywhere across the UK. Some travel into the London office will be required plus regular travel to client sites during busy auditing periods.

Salary and Benefits
EcoAct know how important it is to look after our colleagues. This role offers a competitive salary and benefits package includes a performance-based annual bonus, flexible pension allowance, private medical insurance, life insurance, professional subscriptions, personal carbon offsetting, as well a great working environment.

EcoAct offers a great opportunity for your personal development and career advancement. Working with our dedicated team, you will continue to develop your skills and expertise, starting with our in-depth induction programme, ongoing technical training and an extensive range of learning and development opportunities.

Company Culture
Company culture is of great importance to us and is something that every member of EcoAct helps to create. Our colleague led initiative, which represents the three pillars of colleagues, community and environment, runs numerous activities including, “Veggie lunches”, volunteering and fund-raising opportunities, wellbeing activities, plastic reduction and energy saving initiatives, social events and sports teams.

Employee well-being is a key priority for us and we recognise the importance of work-life balance and how EcoAct can be supportive of individual needs. If working from home, working part-time or flexible start and finish times will help with this, please let us know as part of your application.",0,0,1,[]
